#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Dnajb14	Gspt1	2108041	2106900	10090.ENSMUSP00000087641	10090.ENSMUSP00000078940	0	0	0	0	0	0.166	0	0.338	0.424
Dnajb14	Sugt1	2108041	2102636	10090.ENSMUSP00000087641	10090.ENSMUSP00000052942	0	0	0	0	0	0.145	0	0.354	0.424
Dnajb3	Gspt1	2112276	2106900	10090.ENSMUSP00000112703	10090.ENSMUSP00000078940	0	0	0	0	0	0.166	0	0.338	0.424
Rab9	Vps4a	2112960	2099099	10090.ENSMUSP00000123325	10090.ENSMUSP00000034388	0	0	0	0	0	0	0	0.423	0.422
Ppia	Eef1a1	2112688	2100750	10090.ENSMUSP00000117987	10090.ENSMUSP00000042457	0	0	0	0	0	0.105	0	0.381	0.422
mt-Cytb	Aifm3	2107259	2095829	10090.ENSMUSP00000081003	10090.ENSMUSP00000023448	0	0	0	0	0	0	0	0.422	0.422
Gm8420	Rps27a	2114162	2110414	10090.ENSMUSP00000131518	10090.ENSMUSP00000099908	0	0	0	0	0	0.407	0	0.066	0.422
Rheb	Gnb3	2097962	2096026	10090.ENSMUSP00000030787	10090.ENSMUSP00000024206	0	0	0	0	0	0.220	0	0.290	0.422
Kras	Gnb3	2098474	2096026	10090.ENSMUSP00000032399	10090.ENSMUSP00000024206	0	0	0	0	0	0.220	0	0.290	0.422
Rfc4	Yars	2095884	2093226	10090.ENSMUSP00000023598	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.422	0.422
Actg2	Kras	2106112	2098474	10090.ENSMUSP00000074658	10090.ENSMUSP00000032399	0	0	0	0	0	0.103	0	0.381	0.421
Sf3a2	ENSMUSG00000060673	2112649	2106905	10090.ENSMUSP00000117160	10090.ENSMUSP00000078984	0	0	0	0	0	0.420	0	0	0.420
Gm10335	Brix1	2108925	2095648	10090.ENSMUSP00000093719	10090.ENSMUSP00000022855	0	0	0	0	0	0.420	0	0	0.420
Stx12	Hsp90aa1	2097934	2095266	10090.ENSMUSP00000030698	10090.ENSMUSP00000021698	0	0	0	0	0	0.420	0	0	0.420
Il13	Irf1	2094935	2094594	10090.ENSMUSP00000020650	10090.ENSMUSP00000019043	0	0	0	0	0	0	0	0.421	0.420
Jun	Acaca	2102864	2094986	10090.ENSMUSP00000054270	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.420	0.420
Aopep	Pten	2108225	2094170	10090.ENSMUSP00000089148	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.421	0.420
Abcg2	Pten	2098315	2094170	10090.ENSMUSP00000031822	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.420	0.420
Rpl23a	Rps26	2110240	2096602	10090.ENSMUSP00000099541	10090.ENSMUSP00000026420	0	0	0	0	0	0.316	0	0.186	0.419
Ptprk	Mapk4	2113262	2108273	10090.ENSMUSP00000126279	10090.ENSMUSP00000089462	0	0	0	0	0	0.357	0	0.132	0.418
Gm8420	Rpl35a	2114162	2106680	10090.ENSMUSP00000131518	10090.ENSMUSP00000077857	0	0	0	0	0	0.407	0	0.060	0.418
Zmym4	Trak2	2110781	2096818	10090.ENSMUSP00000101714	10090.ENSMUSP00000027186	0	0	0	0	0	0	0	0.419	0.418
Pbp2	Rfc4	2110002	2095884	10090.ENSMUSP00000098414	10090.ENSMUSP00000023598	0	0	0	0	0	0.419	0	0	0.418
Aifm3	Txn2	2095829	2093698	10090.ENSMUSP00000023448	10090.ENSMUSP00000005487	0	0	0	0	0	0.115	0	0.370	0.418
Akt3	Prkg1	2111503	2105868	10090.ENSMUSP00000106789	10090.ENSMUSP00000073268	0	0	0	0.797	0	0.371	0	0.398	0.418
Rpl6	Ddx50	2098248	2094812	10090.ENSMUSP00000031617	10090.ENSMUSP00000020270	0	0	0	0	0	0.418	0	0	0.418
Rpsa	Tmem43	2099357	2098403	10090.ENSMUSP00000035105	10090.ENSMUSP00000032183	0	0	0	0	0	0	0	0.419	0.418
Vrk2	Dimt1	2106606	2095425	10090.ENSMUSP00000077471	10090.ENSMUSP00000022203	0	0	0	0	0	0.414	0	0.048	0.418
Ptprb	Mapk4	2108311	2108273	10090.ENSMUSP00000089805	10090.ENSMUSP00000089462	0	0	0	0	0	0.357	0	0.132	0.418
Chmp6	Top1mt	2096607	2093166	10090.ENSMUSP00000026434	10090.ENSMUSP00000000958	0	0	0	0	0	0.071	0	0.399	0.417
Rad51l3	Rpl19	2094584	2094431	10090.ENSMUSP00000018985	10090.ENSMUSP00000017548	0	0	0	0	0	0.364	0	0.121	0.417
Hsp90aa1	Txn2	2095266	2093698	10090.ENSMUSP00000021698	10090.ENSMUSP00000005487	0	0	0	0	0	0.333	0	0.162	0.417
Atr	Fkbp3	2099316	2095146	10090.ENSMUSP00000034980	10090.ENSMUSP00000021332	0	0	0	0	0	0.358	0	0.130	0.417
Ppia	Acaca	2112688	2094986	10090.ENSMUSP00000117987	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.417	0.417
Ppia	Pbp2	2112688	2110002	10090.ENSMUSP00000117987	10090.ENSMUSP00000098414	0	0	0	0	0	0.416	0	0	0.416
Ddx20	Nop58	2108109	2096815	10090.ENSMUSP00000088176	10090.ENSMUSP00000027174	0	0	0	0	0	0.322	0	0.174	0.416
Rps26	Rpl10	2096602	2093973	10090.ENSMUSP00000026420	10090.ENSMUSP00000008826	0	0	0	0	0	0.392	0	0.079	0.416
Kif15	Dynlt3	2099455	2098795	10090.ENSMUSP00000035490	10090.ENSMUSP00000033519	0	0	0	0	0	0	0	0.415	0.415
Rpl23a	Rpsa	2110240	2099357	10090.ENSMUSP00000099541	10090.ENSMUSP00000035105	0	0	0	0	0	0.263	0	0.239	0.415
Myh6	Kras	2107169	2098474	10090.ENSMUSP00000080538	10090.ENSMUSP00000032399	0	0	0	0	0	0.260	0	0.242	0.415
Mrpl48	Thumpd1	2112592	2098722	10090.ENSMUSP00000116090	10090.ENSMUSP00000033236	0	0	0	0	0	0	0	0.414	0.414
Npat	Hinfp	2101906	2099200	10090.ENSMUSP00000048709	10090.ENSMUSP00000034629	0	0	0	0	0	0.111	0	0.368	0.414
Kcne1	Smim3	2102522	2100159	10090.ENSMUSP00000052248	10090.ENSMUSP00000039285	0	0	0	0	0	0	0	0.415	0.414
Atr	Bms1	2099316	2098421	10090.ENSMUSP00000034980	10090.ENSMUSP00000032237	0	0	0	0	0	0	0	0.413	0.413
Fgf4	Kras	2103297	2098474	10090.ENSMUSP00000056752	10090.ENSMUSP00000032399	0	0	0	0	0	0.104	0	0.372	0.413
Rpl10	Rplp1	2093973	2093941	10090.ENSMUSP00000008826	10090.ENSMUSP00000008036	0	0	0	0	0	0.409	0	0.047	0.412
Gspt1	Actg2	2106900	2106112	10090.ENSMUSP00000078940	10090.ENSMUSP00000074658	0	0	0	0	0	0.192	0	0.303	0.412
Ankrd36	Kras	2111325	2098474	10090.ENSMUSP00000105482	10090.ENSMUSP00000032399	0	0	0	0	0	0.115	0	0.363	0.412
Jarid2	Pou5f1	2099870	2096242	10090.ENSMUSP00000037774	10090.ENSMUSP00000025271	0	0	0	0	0	0.061	0	0.399	0.411
Igf2	Bglap	2112474	2106250	10090.ENSMUSP00000114076	10090.ENSMUSP00000075425	0	0	0	0	0	0	0	0.411	0.411
Cdc40	Lgr5	2101072	2094842	10090.ENSMUSP00000044305	10090.ENSMUSP00000020350	0	0	0	0	0	0.402	0	0.054	0.410
Cdc40	Lrrd1	2101072	2100042	10090.ENSMUSP00000044305	10090.ENSMUSP00000038675	0	0	0	0	0	0.402	0	0.054	0.410
Lrrc8b	Cdc40	2111685	2101072	10090.ENSMUSP00000108327	10090.ENSMUSP00000044305	0	0	0	0	0	0.402	0	0.054	0.410
Gm3150	Gnai1	2115481	2106032	10090.ENSMUSP00000137380	10090.ENSMUSP00000074259	0	0	0	0	0	0.396	0	0.064	0.410
Cdc40	Cep97	2101072	2095784	10090.ENSMUSP00000044305	10090.ENSMUSP00000023270	0	0	0	0	0	0.402	0	0.054	0.410
Abcg2	Yars	2098315	2093226	10090.ENSMUSP00000031822	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.411	0.410
Kras	Pou5f1	2098474	2096242	10090.ENSMUSP00000032399	10090.ENSMUSP00000025271	0	0	0	0	0	0	0	0.410	0.410
Ywhaq	Cfl2	2110492	2106567	10090.ENSMUSP00000100067	10090.ENSMUSP00000077262	0	0	0	0	0	0.240	0	0.256	0.410
Lrrc4c	Cdc40	2113123	2101072	10090.ENSMUSP00000125218	10090.ENSMUSP00000044305	0	0	0	0	0	0.402	0	0.054	0.410
Ddx20	Prmt5	2108109	2095978	10090.ENSMUSP00000088176	10090.ENSMUSP00000023873	0	0	0	0	0	0.073	0	0.389	0.410
Lrrc61	Cdc40	2110093	2101072	10090.ENSMUSP00000098979	10090.ENSMUSP00000044305	0	0	0	0	0	0.402	0	0.054	0.410
Cdc40	Shoc2	2101072	2096464	10090.ENSMUSP00000044305	10090.ENSMUSP00000025932	0	0	0	0	0	0.402	0	0.054	0.410
Sf3a2	Rpsa	2112649	2099357	10090.ENSMUSP00000117160	10090.ENSMUSP00000035105	0	0	0	0	0	0	0	0.410	0.410
Rtn4rl2	Cdc40	2103442	2101072	10090.ENSMUSP00000057725	10090.ENSMUSP00000044305	0	0	0	0	0	0.402	0	0.054	0.410
mt-Cytb	Ndufs7	2107259	2094843	10090.ENSMUSP00000081003	10090.ENSMUSP00000020361	0	0	0	0	0	0	0	0.410	0.410
Gatm	U2af1	2097253	2094217	10090.ENSMUSP00000028624	10090.ENSMUSP00000014684	0	0	0	0	0	0	0	0.409	0.409
Bcat2	Acaca	2098680	2094986	10090.ENSMUSP00000033098	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.408	0.408
Gm10335	Rplp1	2108925	2093941	10090.ENSMUSP00000093719	10090.ENSMUSP00000008036	0	0	0	0	0	0.409	0	0	0.408
Tmco1	Hsdl1	2109109	2101083	10090.ENSMUSP00000095081	10090.ENSMUSP00000044371	0	0	0	0	0	0.408	0	0	0.408
Rpl23a	Rplp1	2110240	2093941	10090.ENSMUSP00000099541	10090.ENSMUSP00000008036	0	0	0	0	0	0.409	0	0	0.408
Guca1a	Acaca	2103850	2094986	10090.ENSMUSP00000060027	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.408	0.408
Gm4950	Elp6	2108282	2105138	10090.ENSMUSP00000089519	10090.ENSMUSP00000069017	0	0	0	0	0	0.407	0	0	0.407
Eef1a1	Rplp1	2100750	2093941	10090.ENSMUSP00000042457	10090.ENSMUSP00000008036	0	0	0	0	0	0.338	0	0.142	0.407
Hist1h2an	Hdac10	2108261	2107227	10090.ENSMUSP00000089345	10090.ENSMUSP00000080832	0	0	0	0	0	0.178	0	0.309	0.407
Rps27a	Rpl10	2110414	2093973	10090.ENSMUSP00000099908	10090.ENSMUSP00000008826	0	0	0	0	0	0.392	0	0.065	0.407
Rad51l3	Top1mt	2094584	2093166	10090.ENSMUSP00000018985	10090.ENSMUSP00000000958	0	0	0	0	0	0.115	0	0.358	0.407
Cd38	Cd2	2098029	2097520	10090.ENSMUSP00000030964	10090.ENSMUSP00000029456	0	0	0	0	0	0	0	0.406	0.406
mt-Nd4l	Ptgs1	2107268	2103843	10090.ENSMUSP00000081021	10090.ENSMUSP00000059977	0	0	0	0	0	0	0	0.406	0.406
Fibin	Zfp324	2109660	2100656	10090.ENSMUSP00000097221	10090.ENSMUSP00000041944	0	0	0	0	0	0	0	0.406	0.406
Prkg1	Ywhaz	2105868	2095659	10090.ENSMUSP00000073268	10090.ENSMUSP00000022894	0	0	0	0	0	0.370	0	0.095	0.405
L1cam	mt-Nd4l	2110422	2107268	10090.ENSMUSP00000099935	10090.ENSMUSP00000081021	0	0	0	0	0	0	0	0.405	0.405
Actg2	Hsp90b1	2106112	2094799	10090.ENSMUSP00000074658	10090.ENSMUSP00000020238	0	0	0	0	0	0.112	0	0.358	0.405
Gm13691	Pnpt1	2109831	2094967	10090.ENSMUSP00000097530	10090.ENSMUSP00000020756	0	0	0	0	0	0.379	0	0.082	0.405
Kras	Eif3e	2098474	2095679	10090.ENSMUSP00000032399	10090.ENSMUSP00000022960	0	0	0	0	0	0.166	0	0.316	0.405
Ppia	Yars	2112688	2093226	10090.ENSMUSP00000117987	10090.ENSMUSP00000001365	0	0	0	0	0	0	0	0.405	0.405
Nop58	Rpl19	2096815	2094431	10090.ENSMUSP00000027174	10090.ENSMUSP00000017548	0	0	0	0	0	0.239	0	0.249	0.404
Fgf4	Sfrp1	2103297	2098938	10090.ENSMUSP00000056752	10090.ENSMUSP00000033952	0	0	0	0	0	0	0	0.404	0.404
Pbp2	Ywhaz	2110002	2095659	10090.ENSMUSP00000098414	10090.ENSMUSP00000022894	0	0	0	0	0	0.401	0	0.047	0.404
Ywhaq	Pbp2	2110492	2110002	10090.ENSMUSP00000100067	10090.ENSMUSP00000098414	0	0	0	0	0	0.401	0	0.047	0.404
Slc20a1	Acaca	2097332	2094986	10090.ENSMUSP00000028880	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.404	0.404
Hsp90aa1	Cct3	2095266	2093234	10090.ENSMUSP00000021698	10090.ENSMUSP00000001452	0	0	0	0	0	0.115	0	0.354	0.403
Kctd18	Bzw1	2111941	2102455	10090.ENSMUSP00000110052	10090.ENSMUSP00000051935	0	0	0	0	0	0	0	0.403	0.403
Haus8	Cep97	2100435	2095784	10090.ENSMUSP00000040802	10090.ENSMUSP00000023270	0	0	0	0	0	0	0	0.403	0.403
Cyth3	Kras	2112210	2098474	10090.ENSMUSP00000112157	10090.ENSMUSP00000032399	0	0	0	0	0	0.313	0	0.167	0.403
Sstr1	Srp14	2099736	2094023	10090.ENSMUSP00000037045	10090.ENSMUSP00000009693	0	0	0	0	0	0.402	0	0	0.402
Strn3	Cct3	2094146	2093234	10090.ENSMUSP00000013130	10090.ENSMUSP00000001452	0	0	0	0	0	0.402	0	0	0.402
Gpr19	Srp14	2101689	2094023	10090.ENSMUSP00000047630	10090.ENSMUSP00000009693	0	0	0	0	0	0.402	0	0	0.402
Prokr2	Srp14	2103280	2094023	10090.ENSMUSP00000056659	10090.ENSMUSP00000009693	0	0	0	0	0	0.402	0	0	0.402
Mybphl	Psrc1	2108097	2108096	10090.ENSMUSP00000088051	10090.ENSMUSP00000088049	0	0	0	0	0	0	0	0.402	0.402
Oprl1	Srp14	2105522	2094023	10090.ENSMUSP00000071513	10090.ENSMUSP00000009693	0	0	0	0	0	0.402	0	0	0.402
Jun	Kng1	2102864	2095881	10090.ENSMUSP00000054270	10090.ENSMUSP00000023589	0	0	0	0	0	0	0	0.402	0.402
Abcg2	Txn2	2098315	2093698	10090.ENSMUSP00000031822	10090.ENSMUSP00000005487	0	0	0	0	0	0.047	0	0.399	0.402
Adra2b	Srp14	2105580	2094023	10090.ENSMUSP00000071798	10090.ENSMUSP00000009693	0	0	0	0	0	0.402	0	0	0.402
Drd5	Srp14	2100237	2094023	10090.ENSMUSP00000039691	10090.ENSMUSP00000009693	0	0	0	0	0	0.402	0	0	0.402
Tbpl2	Actl6a	2106963	2097452	10090.ENSMUSP00000079309	10090.ENSMUSP00000029214	0	0	0	0	0	0.331	0	0.144	0.402
Ednrb	Srp14	2095606	2094023	10090.ENSMUSP00000022718	10090.ENSMUSP00000009693	0	0	0	0	0	0.402	0	0	0.402
Erap1	H2-K1	2114424	2096205	10090.ENSMUSP00000133166	10090.ENSMUSP00000025181	0	0	0	0	0	0.062	0	0.388	0.401
Tek	Hsp90aa1	2110387	2095266	10090.ENSMUSP00000099862	10090.ENSMUSP00000021698	0	0	0	0	0	0.203	0	0.279	0.401
mt-Cytb	Acaca	2107259	2094986	10090.ENSMUSP00000081003	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.401	0.401
Rpsa	Eif3e	2099357	2095679	10090.ENSMUSP00000035105	10090.ENSMUSP00000022960	0	0	0	0	0	0	0	0.401	0.401
Scaper	c11orf1	2100898	2100618	10090.ENSMUSP00000043411	10090.ENSMUSP00000041803	0	0	0	0	0	0	0	0.401	0.400
Akt3	Actl6a	2111503	2097452	10090.ENSMUSP00000106789	10090.ENSMUSP00000029214	0	0	0	0	0	0.101	0	0.361	0.400
ENSMUSG00000069712	Rnf182	2109849	2104144	10090.ENSMUSP00000097613	10090.ENSMUSP00000062005	0	0	0	0	0	0	0	0.400	0.400
Gm21319	Rps26	2113274	2096602	10090.ENSMUSP00000126351	10090.ENSMUSP00000026420	0	0	0	0	0	0.401	0	0	0.400
Fgf4	S100a13	2103297	2101715	10090.ENSMUSP00000056752	10090.ENSMUSP00000047737	0	0	0	0	0	0.398	0	0.045	0.400
Jun	Cdh2	2102864	2096201	10090.ENSMUSP00000054270	10090.ENSMUSP00000025166	0	0	0	0	0	0	0	0.400	0.400
Kras	Il13	2098474	2094935	10090.ENSMUSP00000032399	10090.ENSMUSP00000020650	0	0	0	0	0	0	0	0.400	0.400
Hopx	Aars	2107190	2099122	10090.ENSMUSP00000080630	10090.ENSMUSP00000034441	0	0	0	0	0	0	0	0.400	0.400
Hsp90aa1	Tbk1	2095266	2094831	10090.ENSMUSP00000021698	10090.ENSMUSP00000020316	0	0	0	0	0	0.294	0	0.186	0.400
Tcstv1	Gm4340	2115458	2114038	10090.ENSMUSP00000137348	10090.ENSMUSP00000130793	0	0	0	0	0	0	0	0.401	0.400
Sf3a2	Nup160	2112649	2103726	10090.ENSMUSP00000117160	10090.ENSMUSP00000059289	0	0	0	0	0	0	0	0.400	0.400
Rps27a	Rpl21-ps4	2110414	2106932	10090.ENSMUSP00000099908	10090.ENSMUSP00000079127	0	0	0	0	0	0.397	0	0.047	0.400
